reading_id,device_id,timestamp,energy_kwh,region,customer_segment,cost_in_inr
R04364,D044,2025-07-01 19:00:00,0.99,West,Commercial,7.92
R04365,D007,2025-07-01 20:00:00,1.51,North,Commercial,12.08
R04366,D037,2025-07-01 21:00:00,4.26,South,Residential,34.08
R04367,D049,2025-07-01 22:00:00,1.18,East,Residential,9.44
R04368,D021,2025-07-01 23:00:00,3.73,East,Commercial,29.84
R04369,D011,2025-07-02 00:00:00,3.02,East,Commercial,24.16
R04370,D022,2025-07-02 01:00:00,0.33,South,Commercial,2.64
R04371,D021,2025-07-02 02:00:00,3.11,East,Commercial,24.88
R04372,D009,2025-07-02 03:00:00,1.74,South,Commercial,13.92
R04373,D002,2025-07-02 04:00:00,2.29,East,Residential,18.32
R04374,D034,2025-07-02 05:00:00,3.38,West,Residential,27.04
R04375,D048,2025-07-02 06:00:00,4.5,East,Residential,36.0
R04376,D008,2025-07-02 07:00:00,0.84,South,Residential,6.72
R04377,D002,2025-07-02 08:00:00,0.46,North,Commercial,3.68
R04378,D021,2025-07-02 09:00:00,1.92,North,Commercial,15.36
R04379,D025,2025-07-02 10:00:00,0.11,East,Commercial,0.88
R04380,D016,2025-07-02 11:00:00,4.55,North,Residential,36.4
R04381,D049,2025-07-02 12:00:00,4.89,West,Residential,39.12
R04382,D019,2025-07-02 13:00:00,4.46,West,Residential,35.68
R04383,D040,2025-07-02 14:00:00,1.0,South,Residential,8.0
R04384,D043,2025-07-02 15:00:00,1.9,South,Residential,15.2
R04385,D015,2025-07-02 16:00:00,4.67,South,Residential,37.36
R04386,D004,2025-07-02 17:00:00,4.87,West,Commercial,38.96
R04387,D037,2025-07-02 18:00:00,0.62,South,Residential,4.96
R04388,D005,2025-07-02 19:00:00,3.09,West,Residential,24.72
R04389,D014,2025-07-02 20:00:00,2.06,North,Commercial,16.48
R04390,D025,2025-07-02 21:00:00,0.43,West,Residential,3.44
R04391,D016,2025-07-02 22:00:00,3.18,North,Commercial,25.44
R04392,D030,2025-07-02 23:00:00,2.12,South,Commercial,16.96
R04393,D047,2025-07-03 00:00:00,2.41,East,Commercial,19.28
R04394,D015,2025-07-03 01:00:00,3.78,East,Commercial,30.24
R04395,D023,2025-07-03 02:00:00,3.53,South,Commercial,28.24
R04396,D046,2025-07-03 03:00:00,1.77,North,Commercial,14.16
R04397,D043,2025-07-03 04:00:00,0.2,North,Residential,1.6
R04398,D014,2025-07-03 05:00:00,3.12,East,Residential,24.96
R04399,D008,2025-07-03 06:00:00,3.38,East,Commercial,27.04
R04400,D016,2025-07-03 07:00:00,0.13,East,Commercial,1.04
R04401,D010,2025-07-03 08:00:00,4.51,West,Residential,36.08
R04402,D041,2025-07-03 09:00:00,0.37,West,Residential,2.96
R04403,D013,2025-07-03 10:00:00,3.69,South,Commercial,29.52
R04404,D049,2025-07-03 11:00:00,2.1,North,Commercial,16.8
R04405,D034,2025-07-03 12:00:00,4.66,North,Residential,37.28
R04406,D018,2025-07-03 13:00:00,2.29,South,Commercial,18.32
R04407,D018,2025-07-03 14:00:00,0.9,South,Commercial,7.2
R04408,D003,2025-07-03 15:00:00,1.88,North,Commercial,15.04
R04409,D011,2025-07-03 16:00:00,3.36,West,Commercial,26.88
R04410,D022,2025-07-03 17:00:00,2.41,North,Residential,19.28
R04411,D045,2025-07-03 18:00:00,4.04,South,Residential,32.32
R04412,D038,2025-07-03 19:00:00,0.32,West,Residential,2.56
R04413,D035,2025-07-03 20:00:00,1.3,East,Residential,10.4
R04414,D042,2025-07-03 21:00:00,3.31,East,Residential,26.48
R04415,D029,2025-07-03 22:00:00,0.67,West,Residential,5.36
R04416,D011,2025-07-03 23:00:00,4.56,North,Commercial,36.48
R04417,D018,2025-07-04 00:00:00,3.6,East,Commercial,28.8
R04418,D003,2025-07-04 01:00:00,0.72,South,Residential,5.76
R04419,D021,2025-07-04 02:00:00,4.49,East,Commercial,35.92
R04420,D026,2025-07-04 03:00:00,2.43,West,Residential,19.44
R04421,D003,2025-07-04 04:00:00,1.22,North,Commercial,9.76
R04422,D014,2025-07-04 05:00:00,2.69,North,Residential,21.52
R04423,D024,2025-07-04 06:00:00,1.57,East,Commercial,12.56
R04424,D014,2025-07-04 07:00:00,2.68,East,Commercial,21.44
R04425,D036,2025-07-04 08:00:00,3.79,South,Residential,30.32
R04426,D037,2025-07-04 09:00:00,3.09,South,Commercial,24.72
R04427,D031,2025-07-04 10:00:00,0.55,North,Residential,4.4
R04428,D024,2025-07-04 11:00:00,2.9,North,Commercial,23.2
R04429,D037,2025-07-04 12:00:00,3.9,North,Residential,31.2
R04430,D031,2025-07-04 13:00:00,2.3,East,Residential,18.4
R04431,D031,2025-07-04 14:00:00,2.4,West,Commercial,19.2
R04432,D021,2025-07-04 15:00:00,1.87,South,Residential,14.96
R04433,D037,2025-07-04 16:00:00,2.25,North,Commercial,18.0
R04434,D034,2025-07-04 17:00:00,1.25,South,Residential,10.0
R04435,D038,2025-07-04 18:00:00,3.26,East,Commercial,26.08
R04436,D011,2025-07-04 19:00:00,3.36,South,Residential,26.88
R04437,D045,2025-07-04 20:00:00,4.46,West,Commercial,35.68
R04438,D029,2025-07-04 21:00:00,0.2,East,Commercial,1.6
R04439,D009,2025-07-04 22:00:00,0.83,West,Commercial,6.64
R04440,D001,2025-07-04 23:00:00,3.79,East,Commercial,30.32
R04441,D020,2025-07-05 00:00:00,1.49,South,Commercial,11.92
R04442,D049,2025-07-05 01:00:00,3.73,East,Commercial,29.84
R04443,D029,2025-07-05 02:00:00,4.03,West,Commercial,32.24
R04444,D002,2025-07-05 03:00:00,4.52,North,Residential,36.16
R04445,D029,2025-07-05 04:00:00,1.79,East,Residential,14.32
R04446,D040,2025-07-05 05:00:00,4.65,East,Residential,37.2
R04447,D026,2025-07-05 06:00:00,1.47,North,Commercial,11.76
R04448,D032,2025-07-05 07:00:00,4.26,South,Commercial,34.08
R04449,D047,2025-07-05 08:00:00,2.88,South,Residential,23.04
R04450,D043,2025-07-05 09:00:00,2.35,East,Residential,18.8
R04451,D014,2025-07-05 10:00:00,1.54,South,Commercial,12.32
R04452,D016,2025-07-05 11:00:00,0.86,East,Residential,6.88
R04453,D043,2025-07-05 12:00:00,2.27,North,Residential,18.16
R04454,D020,2025-07-05 13:00:00,0.82,East,Residential,6.56
R04455,D028,2025-07-05 14:00:00,1.9,West,Commercial,15.2
R04456,D023,2025-07-05 15:00:00,3.49,North,Commercial,27.92
R04457,D031,2025-07-05 16:00:00,3.31,West,Commercial,26.48
R04458,D042,2025-07-05 17:00:00,1.44,North,Residential,11.52
R04459,D027,2025-07-05 18:00:00,1.84,East,Commercial,14.72
R04460,D020,2025-07-05 19:00:00,4.82,South,Residential,38.56
R04461,D029,2025-07-05 20:00:00,1.52,West,Commercial,12.16
R04462,D013,2025-07-05 21:00:00,4.73,East,Commercial,37.84
R04463,D042,2025-07-05 22:00:00,2.89,East,Residential,23.12
R04464,D027,2025-07-05 23:00:00,1.67,North,Residential,13.36
R04465,D031,2025-07-06 00:00:00,1.48,West,Residential,11.84
R04466,D038,2025-07-06 01:00:00,2.74,North,Residential,21.92
R04467,D016,2025-07-06 02:00:00,2.32,South,Residential,18.56
R04468,D046,2025-07-06 03:00:00,4.54,South,Commercial,36.32
R04469,D024,2025-07-06 04:00:00,1.61,East,Commercial,12.88
R04470,D039,2025-07-06 05:00:00,2.57,South,Residential,20.56
R04471,D001,2025-07-06 06:00:00,3.8,East,Residential,30.4
R04472,D042,2025-07-06 07:00:00,1.56,South,Commercial,12.48
R04473,D042,2025-07-06 08:00:00,1.49,West,Residential,11.92
R04474,D050,2025-07-06 09:00:00,3.69,South,Commercial,29.52
R04475,D033,2025-07-06 10:00:00,0.48,West,Residential,3.84
R04476,D036,2025-07-06 11:00:00,3.94,North,Residential,31.52
R04477,D021,2025-07-06 12:00:00,3.48,North,Residential,27.84
R04478,D014,2025-07-06 13:00:00,1.52,North,Commercial,12.16
R04479,D031,2025-07-06 14:00:00,4.92,North,Residential,39.36
R04480,D029,2025-07-06 15:00:00,2.2,West,Commercial,17.6
R04481,D023,2025-07-06 16:00:00,0.52,East,Residential,4.16
R04482,D016,2025-07-06 17:00:00,0.47,East,Commercial,3.76
R04483,D028,2025-07-06 18:00:00,3.81,North,Commercial,30.48
R04484,D045,2025-07-06 19:00:00,3.83,North,Residential,30.64
R04485,D003,2025-07-06 20:00:00,1.84,East,Residential,14.72
R04486,D017,2025-07-06 21:00:00,1.0,East,Residential,8.0
R04487,D041,2025-07-06 22:00:00,0.61,North,Residential,4.88
R04488,D001,2025-07-06 23:00:00,0.9,South,Commercial,7.2
R04489,D025,2025-07-07 00:00:00,4.38,East,Commercial,35.04
R04490,D021,2025-07-07 01:00:00,0.46,West,Residential,3.68
R04491,D006,2025-07-07 02:00:00,3.71,West,Commercial,29.68
R04492,D022,2025-07-07 03:00:00,4.01,South,Commercial,32.08
R04493,D030,2025-07-07 04:00:00,0.81,East,Residential,6.48
R04494,D008,2025-07-07 05:00:00,2.24,North,Commercial,17.92
R04495,D042,2025-07-07 06:00:00,4.38,North,Residential,35.04
R04496,D043,2025-07-07 07:00:00,1.21,North,Residential,9.68
R04497,D019,2025-07-07 08:00:00,4.44,West,Commercial,35.52
R04498,D015,2025-07-07 09:00:00,3.04,West,Commercial,24.32
R04499,D027,2025-07-07 10:00:00,2.54,West,Residential,20.32
R04500,D028,2025-07-07 11:00:00,3.47,East,Commercial,27.76
R04501,D013,2025-07-07 12:00:00,1.77,North,Commercial,14.16
R04502,D006,2025-07-07 13:00:00,2.57,South,Residential,20.56
R04503,D031,2025-07-07 14:00:00,3.89,South,Residential,31.12
R04504,D009,2025-07-07 15:00:00,1.8,East,Residential,14.4
R04505,D030,2025-07-07 16:00:00,2.53,East,Commercial,20.24
R04506,D023,2025-07-07 17:00:00,4.5,South,Residential,36.0
R04507,D022,2025-07-07 18:00:00,0.59,South,Residential,4.72
R04508,D019,2025-07-07 19:00:00,1.12,West,Residential,8.96
R04509,D017,2025-07-07 20:00:00,4.72,North,Residential,37.76
R04510,D040,2025-07-07 21:00:00,2.56,South,Commercial,20.48
R04511,D001,2025-07-07 22:00:00,3.74,East,Commercial,29.92
R04512,D043,2025-07-07 23:00:00,3.28,West,Residential,26.24
R04513,D026,2025-07-08 00:00:00,3.6,West,Residential,28.8
R04514,D037,2025-07-08 01:00:00,4.26,North,Commercial,34.08
R04515,D011,2025-07-08 02:00:00,2.47,North,Commercial,19.76
R04516,D020,2025-07-08 03:00:00,1.43,South,Commercial,11.44
R04517,D042,2025-07-08 04:00:00,1.13,North,Residential,9.04
R04518,D047,2025-07-08 05:00:00,3.6,East,Commercial,28.8
R04519,D014,2025-07-08 06:00:00,4.96,South,Residential,39.68
R04520,D008,2025-07-08 07:00:00,2.94,South,Commercial,23.52
R04521,D003,2025-07-08 08:00:00,1.76,West,Residential,14.08
R04522,D007,2025-07-08 09:00:00,1.71,South,Commercial,13.68
R04523,D022,2025-07-08 10:00:00,2.13,East,Residential,17.04
R04524,D020,2025-07-08 11:00:00,4.62,South,Commercial,36.96
R04525,D045,2025-07-08 12:00:00,0.69,North,Residential,5.52
R04526,D043,2025-07-08 13:00:00,2.68,North,Residential,21.44
R04527,D028,2025-07-08 14:00:00,0.13,East,Residential,1.04
R04528,D013,2025-07-08 15:00:00,3.05,West,Residential,24.4
R04529,D035,2025-07-08 16:00:00,3.15,East,Commercial,25.2
R04530,D021,2025-07-08 17:00:00,1.78,North,Commercial,14.24
R04531,D015,2025-07-08 18:00:00,3.96,West,Residential,31.68
R04532,D035,2025-07-08 19:00:00,3.06,South,Residential,24.48
R04533,D030,2025-07-08 20:00:00,4.19,North,Residential,33.52
R04534,D050,2025-07-08 21:00:00,1.76,West,Residential,14.08
R04535,D036,2025-07-08 22:00:00,1.73,South,Commercial,13.84
R04536,D031,2025-07-08 23:00:00,2.05,North,Commercial,16.4
R04537,D016,2025-07-09 00:00:00,1.41,South,Commercial,11.28
R04538,D008,2025-07-09 01:00:00,3.15,East,Residential,25.2
R04539,D031,2025-07-09 02:00:00,3.88,East,Residential,31.04
R04540,D021,2025-07-09 03:00:00,0.33,West,Residential,2.64
R04541,D006,2025-07-09 04:00:00,0.42,East,Residential,3.36
R04542,D029,2025-07-09 05:00:00,4.82,East,Residential,38.56
R04543,D031,2025-07-09 06:00:00,1.52,East,Residential,12.16
R04544,D004,2025-07-09 07:00:00,0.85,North,Residential,6.8
R04545,D018,2025-07-09 08:00:00,3.12,South,Residential,24.96
R04546,D013,2025-07-09 09:00:00,4.17,South,Commercial,33.36
R04547,D025,2025-07-09 10:00:00,3.67,West,Residential,29.36
R04548,D031,2025-07-09 11:00:00,4.91,West,Commercial,39.28
R04549,D002,2025-07-09 12:00:00,2.21,North,Residential,17.68
R04550,D041,2025-07-09 13:00:00,0.85,North,Residential,6.8
R04551,D017,2025-07-09 14:00:00,2.46,West,Residential,19.68
R04552,D004,2025-07-09 15:00:00,2.32,East,Residential,18.56
R04553,D040,2025-07-09 16:00:00,4.88,West,Commercial,39.04
R04554,D013,2025-07-09 17:00:00,2.33,North,Residential,18.64
R04555,D018,2025-07-09 18:00:00,4.33,South,Commercial,34.64
R04556,D016,2025-07-09 19:00:00,4.38,East,Residential,35.04
R04557,D047,2025-07-09 20:00:00,3.05,South,Commercial,24.4
R04558,D006,2025-07-09 21:00:00,2.74,East,Residential,21.92
R04559,D002,2025-07-09 22:00:00,0.34,West,Residential,2.72
R04560,D042,2025-07-09 23:00:00,0.91,North,Residential,7.28
R04561,D009,2025-07-10 00:00:00,1.46,East,Residential,11.68
R04562,D005,2025-07-10 01:00:00,2.46,South,Commercial,19.68
R04563,D010,2025-07-10 02:00:00,0.66,North,Commercial,5.28
R04564,D005,2025-07-10 03:00:00,1.68,North,Commercial,13.44
R04565,D037,2025-07-10 04:00:00,2.91,East,Residential,23.28
R04566,D024,2025-07-10 05:00:00,1.35,West,Residential,10.8
R04567,D011,2025-07-10 06:00:00,3.27,North,Residential,26.16
R04568,D012,2025-07-10 07:00:00,2.42,South,Commercial,19.36
R04569,D017,2025-07-10 08:00:00,1.42,East,Residential,11.36
R04570,D008,2025-07-10 09:00:00,0.48,East,Residential,3.84
R04571,D003,2025-07-10 10:00:00,0.99,North,Commercial,7.92
R04572,D002,2025-07-10 11:00:00,2.66,West,Residential,21.28
R04573,D039,2025-07-10 12:00:00,4.6,West,Commercial,36.8
R04574,D030,2025-07-10 13:00:00,3.7,South,Residential,29.6
R04575,D012,2025-07-10 14:00:00,0.32,South,Commercial,2.56
R04576,D034,2025-07-10 15:00:00,4.36,West,Commercial,34.88
R04577,D044,2025-07-10 16:00:00,1.98,South,Residential,15.84
R04578,D013,2025-07-10 17:00:00,2.87,West,Commercial,22.96
R04579,D019,2025-07-10 18:00:00,0.51,North,Commercial,4.08
R04580,D032,2025-07-10 19:00:00,2.5,East,Residential,20.0
R04581,D012,2025-07-10 20:00:00,0.43,East,Commercial,3.44
R04582,D019,2025-07-10 21:00:00,3.35,North,Residential,26.8
R04583,D018,2025-07-10 22:00:00,3.42,South,Residential,27.36
R04584,D034,2025-07-10 23:00:00,0.34,East,Residential,2.72
R04585,D031,2025-07-11 00:00:00,4.94,South,Residential,39.52
R04586,D037,2025-07-11 01:00:00,0.64,East,Commercial,5.12
R04587,D040,2025-07-11 02:00:00,1.21,West,Residential,9.68
R04588,D047,2025-07-11 03:00:00,0.92,South,Commercial,7.36
R04589,D042,2025-07-11 04:00:00,1.1,South,Commercial,8.8
R04590,D030,2025-07-11 05:00:00,2.56,South,Commercial,20.48
R04591,D019,2025-07-11 06:00:00,3.41,East,Commercial,27.28
R04592,D012,2025-07-11 07:00:00,3.67,South,Residential,29.36
R04593,D025,2025-07-11 08:00:00,0.14,North,Commercial,1.12
R04594,D020,2025-07-11 09:00:00,2.73,North,Residential,21.84
R04595,D004,2025-07-11 10:00:00,1.26,East,Commercial,10.08
R04596,D038,2025-07-11 11:00:00,1.66,West,Residential,13.28
R04597,D006,2025-07-11 12:00:00,0.72,East,Commercial,5.76
R04598,D009,2025-07-11 13:00:00,3.14,North,Commercial,25.12
R04599,D001,2025-07-11 14:00:00,1.61,West,Residential,12.88
R04600,D025,2025-07-11 15:00:00,1.35,West,Commercial,10.8
R04601,D012,2025-07-11 16:00:00,0.49,South,Commercial,3.92
R04602,D011,2025-07-11 17:00:00,3.21,West,Residential,25.68
R04603,D033,2025-07-11 18:00:00,3.0,South,Residential,24.0
R04604,D028,2025-07-11 19:00:00,0.14,North,Residential,1.12
R04605,D018,2025-07-11 20:00:00,4.46,North,Commercial,35.68
R04606,D039,2025-07-11 21:00:00,2.89,East,Commercial,23.12
R04607,D022,2025-07-11 22:00:00,3.26,North,Commercial,26.08
R04608,D029,2025-07-11 23:00:00,1.65,South,Commercial,13.2
R04609,D028,2025-07-12 00:00:00,0.64,East,Residential,5.12
R04610,D033,2025-07-12 01:00:00,2.05,North,Residential,16.4
R04611,D036,2025-07-12 02:00:00,3.91,South,Residential,31.28
R04612,D036,2025-07-12 03:00:00,4.01,East,Commercial,32.08
R04613,D015,2025-07-12 04:00:00,2.33,East,Residential,18.64
R04614,D016,2025-07-12 05:00:00,3.27,North,Residential,26.16
R04615,D019,2025-07-12 06:00:00,0.93,South,Commercial,7.44
R04616,D020,2025-07-12 07:00:00,3.27,South,Residential,26.16
R04617,D040,2025-07-12 08:00:00,3.48,West,Commercial,27.84
R04618,D026,2025-07-12 09:00:00,4.23,South,Commercial,33.84
R04619,D010,2025-07-12 10:00:00,0.7,West,Residential,5.6
R04620,D035,2025-07-12 11:00:00,4.12,East,Residential,32.96
R04621,D045,2025-07-12 12:00:00,2.66,North,Commercial,21.28
R04622,D032,2025-07-12 13:00:00,4.75,North,Residential,38.0
R04623,D020,2025-07-12 14:00:00,1.18,East,Commercial,9.44
R04624,D009,2025-07-12 15:00:00,4.91,East,Residential,39.28
R04625,D020,2025-07-12 16:00:00,3.08,South,Commercial,24.64
R04626,D034,2025-07-12 17:00:00,4.61,North,Residential,36.88
R04627,D042,2025-07-12 18:00:00,1.46,West,Residential,11.68
R04628,D018,2025-07-12 19:00:00,0.98,North,Residential,7.84
R04629,D034,2025-07-12 20:00:00,4.43,West,Residential,35.44
R04630,D004,2025-07-12 21:00:00,3.69,East,Commercial,29.52
R04631,D038,2025-07-12 22:00:00,4.8,North,Residential,38.4
R04632,D011,2025-07-12 23:00:00,2.98,West,Residential,23.84
R04633,D015,2025-07-13 00:00:00,4.22,South,Residential,33.76
R04634,D010,2025-07-13 01:00:00,2.87,South,Residential,22.96
R04635,D034,2025-07-13 02:00:00,2.48,West,Residential,19.84
R04636,D047,2025-07-13 03:00:00,0.91,South,Commercial,7.28
R04637,D038,2025-07-13 04:00:00,1.96,North,Commercial,15.68
R04638,D007,2025-07-13 05:00:00,2.11,North,Commercial,16.88
R04639,D009,2025-07-13 06:00:00,1.15,South,Commercial,9.2
R04640,D017,2025-07-13 07:00:00,0.95,North,Commercial,7.6
R04641,D013,2025-07-13 08:00:00,1.74,North,Residential,13.92
R04642,D030,2025-07-13 09:00:00,4.52,East,Residential,36.16
R04643,D007,2025-07-13 10:00:00,4.91,South,Commercial,39.28
R04644,D022,2025-07-13 11:00:00,0.8,North,Residential,6.4
R04645,D008,2025-07-13 12:00:00,1.16,East,Commercial,9.28
R04646,D039,2025-07-13 13:00:00,1.8,West,Commercial,14.4
R04647,D046,2025-07-13 14:00:00,3.21,West,Residential,25.68
R04648,D045,2025-07-13 15:00:00,3.09,East,Commercial,24.72
R04649,D011,2025-07-13 16:00:00,3.37,South,Commercial,26.96
R04650,D040,2025-07-13 17:00:00,1.44,North,Residential,11.52
R04651,D006,2025-07-13 18:00:00,4.59,West,Commercial,36.72
R04652,D026,2025-07-13 19:00:00,1.29,East,Residential,10.32
R04653,D042,2025-07-13 20:00:00,1.14,North,Residential,9.12
R04654,D013,2025-07-13 21:00:00,2.92,East,Commercial,23.36
R04655,D046,2025-07-13 22:00:00,4.01,North,Residential,32.08
R04656,D003,2025-07-13 23:00:00,4.98,East,Commercial,39.84
R04657,D022,2025-07-14 00:00:00,4.35,North,Commercial,34.8
R04658,D017,2025-07-14 01:00:00,2.08,North,Commercial,16.64
R04659,D012,2025-07-14 02:00:00,3.0,South,Commercial,24.0
R04660,D038,2025-07-14 03:00:00,4.18,East,Residential,33.44
R04661,D025,2025-07-14 04:00:00,2.23,East,Commercial,17.84
R04662,D041,2025-07-14 05:00:00,2.01,East,Commercial,16.08
R04663,D036,2025-07-14 06:00:00,1.28,South,Residential,10.24
R04664,D041,2025-07-14 07:00:00,2.42,West,Commercial,19.36
R04665,D050,2025-07-14 08:00:00,1.41,South,Residential,11.28
R04666,D019,2025-07-14 09:00:00,0.72,East,Commercial,5.76
R04667,D012,2025-07-14 10:00:00,4.92,South,Residential,39.36
R04668,D017,2025-07-14 11:00:00,4.01,East,Residential,32.08
R04669,D022,2025-07-14 12:00:00,4.28,West,Residential,34.24
R04670,D016,2025-07-14 13:00:00,0.24,North,Residential,1.92
R04671,D035,2025-07-14 14:00:00,0.77,South,Commercial,6.16
R04672,D038,2025-07-14 15:00:00,3.9,North,Commercial,31.2
R04673,D006,2025-07-14 16:00:00,3.37,South,Commercial,26.96
R04674,D031,2025-07-14 17:00:00,1.05,East,Residential,8.4
R04675,D021,2025-07-14 18:00:00,4.43,West,Commercial,35.44
R04676,D003,2025-07-14 19:00:00,4.54,East,Commercial,36.32
R04677,D026,2025-07-14 20:00:00,3.32,South,Residential,26.56
R04678,D037,2025-07-14 21:00:00,3.73,East,Residential,29.84
R04679,D006,2025-07-14 22:00:00,2.95,West,Commercial,23.6
R04680,D021,2025-07-14 23:00:00,1.98,South,Residential,15.84
R04681,D022,2025-07-15 00:00:00,1.65,South,Commercial,13.2
R04682,D005,2025-07-15 01:00:00,0.27,South,Commercial,2.16
R04683,D036,2025-07-15 02:00:00,4.04,North,Residential,32.32
R04684,D039,2025-07-15 03:00:00,2.26,East,Commercial,18.08
R04685,D037,2025-07-15 04:00:00,2.93,South,Commercial,23.44
R04686,D034,2025-07-15 05:00:00,3.76,East,Residential,30.08
R04687,D032,2025-07-15 06:00:00,4.58,West,Residential,36.64
R04688,D037,2025-07-15 07:00:00,2.94,South,Commercial,23.52
R04689,D031,2025-07-15 08:00:00,1.19,South,Commercial,9.52
R04690,D005,2025-07-15 09:00:00,3.24,North,Commercial,25.92
R04691,D003,2025-07-15 10:00:00,2.77,South,Residential,22.16
R04692,D021,2025-07-15 11:00:00,0.12,West,Commercial,0.96
R04693,D050,2025-07-15 12:00:00,2.94,West,Commercial,23.52
R04694,D049,2025-07-15 13:00:00,1.95,North,Commercial,15.6
R04695,D017,2025-07-15 14:00:00,2.99,East,Commercial,23.92
R04696,D027,2025-07-15 15:00:00,0.94,West,Residential,7.52
R04697,D028,2025-07-15 16:00:00,4.77,East,Commercial,38.16
R04698,D019,2025-07-15 17:00:00,3.47,East,Commercial,27.76
R04699,D002,2025-07-15 18:00:00,2.05,East,Residential,16.4
R04700,D024,2025-07-15 19:00:00,0.8,East,Residential,6.4
R04701,D050,2025-07-15 20:00:00,2.92,West,Residential,23.36
R04702,D048,2025-07-15 21:00:00,4.67,North,Commercial,37.36
R04703,D002,2025-07-15 22:00:00,3.48,South,Residential,27.84
R04704,D023,2025-07-15 23:00:00,2.34,North,Commercial,18.72
R04705,D013,2025-07-16 00:00:00,2.55,West,Commercial,20.4
R04706,D022,2025-07-16 01:00:00,2.28,West,Commercial,18.24
R04707,D015,2025-07-16 02:00:00,4.02,North,Residential,32.16
R04708,D013,2025-07-16 03:00:00,0.16,South,Residential,1.28
R04709,D025,2025-07-16 04:00:00,2.2,West,Residential,17.6
R04710,D007,2025-07-16 05:00:00,4.9,West,Commercial,39.2
R04711,D046,2025-07-16 06:00:00,1.41,West,Commercial,11.28
R04712,D007,2025-07-16 07:00:00,0.15,North,Commercial,1.2
R04713,D022,2025-07-16 08:00:00,1.66,South,Residential,13.28
R04714,D035,2025-07-16 09:00:00,2.87,West,Residential,22.96
R04715,D008,2025-07-16 10:00:00,0.22,South,Residential,1.76
R04716,D025,2025-07-16 11:00:00,2.77,South,Commercial,22.16
R04717,D036,2025-07-16 12:00:00,2.44,West,Residential,19.52
R04718,D015,2025-07-16 13:00:00,2.12,South,Commercial,16.96
R04719,D033,2025-07-16 14:00:00,0.7,North,Commercial,5.6
R04720,D017,2025-07-16 15:00:00,3.7,South,Commercial,29.6
R04721,D022,2025-07-16 16:00:00,4.25,West,Commercial,34.0
R04722,D034,2025-07-16 17:00:00,4.61,North,Commercial,36.88
R04723,D048,2025-07-16 18:00:00,0.65,West,Commercial,5.2
R04724,D003,2025-07-16 19:00:00,3.26,East,Residential,26.08
R04725,D034,2025-07-16 20:00:00,2.7,East,Commercial,21.6
R04726,D017,2025-07-16 21:00:00,2.97,West,Residential,23.76
R04727,D005,2025-07-16 22:00:00,4.87,South,Residential,38.96
R04728,D009,2025-07-16 23:00:00,1.76,South,Commercial,14.08
R04729,D031,2025-07-17 00:00:00,4.67,West,Commercial,37.36
R04730,D047,2025-07-17 01:00:00,0.3,South,Residential,2.4
R04731,D043,2025-07-17 02:00:00,2.73,North,Commercial,21.84
R04732,D018,2025-07-17 03:00:00,2.15,North,Residential,17.2
R04733,D041,2025-07-17 04:00:00,1.73,East,Residential,13.84
R04734,D023,2025-07-17 05:00:00,3.32,North,Residential,26.56
R04735,D041,2025-07-17 06:00:00,4.16,North,Commercial,33.28
R04736,D020,2025-07-17 07:00:00,3.19,South,Commercial,25.52
R04737,D040,2025-07-17 08:00:00,3.33,South,Residential,26.64
R04738,D034,2025-07-17 09:00:00,4.15,South,Commercial,33.2
R04739,D032,2025-07-17 10:00:00,4.47,North,Residential,35.76
R04740,D001,2025-07-17 11:00:00,0.22,West,Residential,1.76
R04741,D024,2025-07-17 12:00:00,0.3,North,Residential,2.4
R04742,D035,2025-07-17 13:00:00,0.64,East,Residential,5.12
R04743,D015,2025-07-17 14:00:00,1.07,East,Commercial,8.56
R04744,D028,2025-07-17 15:00:00,4.1,East,Commercial,32.8
R04745,D035,2025-07-17 16:00:00,4.89,North,Residential,39.12
R04746,D030,2025-07-17 17:00:00,1.82,South,Commercial,14.56
R04747,D036,2025-07-17 18:00:00,3.04,North,Commercial,24.32
R04748,D023,2025-07-17 19:00:00,0.75,South,Commercial,6.0
R04749,D022,2025-07-17 20:00:00,2.09,West,Commercial,16.72
R04750,D001,2025-07-17 21:00:00,3.92,South,Commercial,31.36
R04751,D029,2025-07-17 22:00:00,2.04,West,Residential,16.32
R04752,D035,2025-07-17 23:00:00,2.35,North,Commercial,18.8
R04753,D009,2025-07-18 00:00:00,2.27,West,Commercial,18.16
R04754,D041,2025-07-18 01:00:00,0.43,East,Residential,3.44
R04755,D038,2025-07-18 02:00:00,0.72,West,Residential,5.76
R04756,D046,2025-07-18 03:00:00,1.8,North,Commercial,14.4
R04757,D027,2025-07-18 04:00:00,4.33,West,Commercial,34.64
R04758,D037,2025-07-18 05:00:00,2.24,East,Commercial,17.92
R04759,D011,2025-07-18 06:00:00,2.6,North,Residential,20.8
R04760,D006,2025-07-18 07:00:00,0.26,North,Residential,2.08
R04761,D004,2025-07-18 08:00:00,2.67,North,Commercial,21.36
R04762,D024,2025-07-18 09:00:00,2.46,East,Commercial,19.68
R04763,D028,2025-07-18 10:00:00,4.53,West,Residential,36.24
R04764,D032,2025-07-18 11:00:00,3.26,West,Commercial,26.08
R04765,D006,2025-07-18 12:00:00,0.95,East,Commercial,7.6
R04766,D007,2025-07-18 13:00:00,0.51,West,Residential,4.08
R04767,D008,2025-07-18 14:00:00,0.58,North,Residential,4.64
